job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avarage_salary_USD,Year,Month,salary_level
853,Grimes-Sullivan,Healthcare,NLP Engineer,"SQL, NumPy, Keras",Mid,Internship,"Beckerberg, MA",53274-85457,5/8/2025,Large,"Scikit-learn, FastAPI, LangChain",53274,85457,69365.5,2025,5,Low
854,"Weeks, Williams and Smith",Finance,NLP Engineer,"Keras, Pandas, MLflow",Mid,Contract,"North Kevinshire, RU",61527-118727,4/21/2025,Startup,"FastAPI, KDB+",61527,118727,90127,2025,4,Low
855,Mcguire-Hayes,Tech,Data Scientist,"Keras, Flask, Scikit-learn, Reinforcement Learning, Power BI, AWS",Senior,Full-time,"Jenniferborough, CD",80834-133992,4/6/2024,Mid,"MLflow, Scikit-learn, BigQuery",80834,133992,107413,2024,4,Medium
856,"Williams, Adams and Dominguez",Retail,Data Scientist,"SQL, CUDA, Flask",Entry,Full-time,"West Cathy, NO",143635-176509,5/21/2024,Mid,"Scikit-learn, BigQuery, MLflow",143635,176509,160072,2024,5,High
857,Buchanan-James,Education,AI Product Manager,"Flask, Scikit-learn, GCP, TensorFlow, NumPy",Entry,Full-time,"Lake Jacobport, SY",67463-117748,11/9/2023,Startup,KDB+,67463,117748,92605.5,2023,11,Low
858,Hall-Wilcox,Education,ML Engineer,"Reinforcement Learning, FastAPI, R, Azure, PyTorch, Scikit-learn",Entry,Internship,"Jasontown, TV",139626-171708,11/18/2024,Mid,"BigQuery, PyTorch, FastAPI",139626,171708,155667,2024,11,High
859,"Brown, Gallagher and Scott",Healthcare,Data Analyst,"Excel, TensorFlow, SQL, Power BI, LangChain, Scikit-learn",Entry,Contract,"Powersfort, BB",119828-147857,1/11/2025,Large,"BigQuery, PyTorch, KDB+",119828,147857,133842.5,2025,1,Medium
860,Miller-Cole,Retail,ML Engineer,"CUDA, C++, Azure, FastAPI, PyTorch",Entry,Contract,"Mirandatown, GR",76830-109934,8/21/2024,Large,"BigQuery, MLflow, TensorFlow",76830,109934,93382,2024,8,Low
861,Fox Ltd,Automotive,Computer Vision Engineer,"Python, GCP, NumPy",Entry,Internship,"Whiteton, BS",94999-172683,10/22/2023,Startup,"MLflow, Scikit-learn",94999,172683,133841,2023,10,Medium
862,Odonnell Group,Retail,NLP Engineer,"C++, Excel, NumPy, Pandas, TensorFlow",Entry,Full-time,"Kaylaport, LC",86971-144409,12/3/2024,Large,"LangChain, PyTorch, MLflow",86971,144409,115690,2024,12,Medium
863,Schultz Inc,Automotive,Data Analyst,"SQL, C++, Flask, Scikit-learn, Power BI, R",Senior,Remote,"Rileyville, QA",104785-143093,8/16/2024,Startup,LangChain,104785,143093,123939,2024,8,Medium
864,"Robinson, Espinoza and Garcia",Finance,Data Scientist,"NumPy, Python, PyTorch, C++, AWS",Senior,Remote,"New Robyn, YE",42308-86646,5/9/2024,Mid,"Scikit-learn, BigQuery, KDB+",42308,86646,64477,2024,5,Low
865,"Henson, Sawyer and Gordon",Retail,Computer Vision Engineer,"NumPy, R, AWS, TensorFlow",Mid,Internship,"Brownmouth, ME",91659-186622,12/30/2023,Large,"LangChain, KDB+, PyTorch",91659,186622,139140.5,2023,12,Medium
866,Rodriguez-Morales,Finance,AI Product Manager,"FastAPI, MLflow, Flask",Senior,Contract,"Wandamouth, MY",100619-133109,3/22/2025,Startup,"PyTorch, KDB+",100619,133109,116864,2025,3,Medium
867,"Munoz, Parker and Marsh",E-commerce,ML Engineer,"NumPy, FastAPI, LangChain, Python",Entry,Remote,"Nicoleside, CD",99808-170989,3/11/2025,Large,"LangChain, Scikit-learn, MLflow",99808,170989,135398.5,2025,3,Medium
868,Collins Ltd,Automotive,NLP Engineer,"Excel, AWS, SQL, CUDA",Entry,Remote,"Kennedymouth, MG",90343-162855,3/19/2024,Mid,"MLflow, FastAPI",90343,162855,126599,2024,3,Medium
869,Sanchez-Camacho,Finance,NLP Engineer,"Azure, NumPy, Pandas, MLflow",Senior,Contract,"Port Michael, CH",75703-128358,3/12/2025,Mid,Scikit-learn,75703,128358,102030.5,2025,3,Medium
870,Paul-Ellis,Education,Computer Vision Engineer,"R, SQL, C++, FastAPI",Entry,Internship,"Ayalaland, VA",83952-144284,8/5/2025,Mid,"LangChain, TensorFlow",83952,144284,114118,2025,8,Medium
871,Church LLC,Automotive,AI Researcher,"Pandas, GCP, CUDA, NumPy, AWS",Mid,Remote,"Melissaburgh, AL",69325-131806,1/1/2024,Large,PyTorch,69325,131806,100565.5,2024,1,Medium
872,"Holt, Carlson and Shaffer",Finance,NLP Engineer,"AWS, SQL, GCP, NumPy, CUDA, Azure",Entry,Full-time,"New Anthonyport, SC",144735-236116,1/5/2024,Large,"TensorFlow, FastAPI",144735,236116,190425.5,2024,1,High
873,Wells and Sons,Finance,Data Analyst,"Power BI, MLflow, Python, PyTorch, Scikit-learn",Entry,Full-time,"South Jillside, CG",101118-138023,12/19/2024,Startup,KDB+,101118,138023,119570.5,2024,12,Medium
874,Gomez-Anderson,Education,Data Analyst,"Power BI, Scikit-learn, R",Mid,Internship,"New Jennifer, ZW",147137-193127,5/20/2025,Large,"LangChain, Scikit-learn, PyTorch",147137,193127,170132,2025,5,High
875,Robinson Group,E-commerce,ML Engineer,"Keras, MLflow, AWS, SQL, Excel",Senior,Contract,"Port Haleyport, KE",52210-134651,9/4/2025,Startup,FastAPI,52210,134651,93430.5,2025,9,Low
876,Klein-Ramirez,Healthcare,ML Engineer,"CUDA, Excel, C++",Senior,Internship,"Davishaven, MW",65715-150039,9/6/2025,Startup,"KDB+, FastAPI",65715,150039,107877,2025,9,Medium
877,Obrien-Kelley,E-commerce,Quant Researcher,"LangChain, R, Keras, Python, TensorFlow, Excel",Mid,Full-time,"East Katiemouth, SA",133828-174215,6/23/2024,Mid,LangChain,133828,174215,154021.5,2024,6,High
878,Hernandez LLC,Automotive,Quant Researcher,"TensorFlow, Reinforcement Learning, LangChain",Entry,Remote,"Sherrimouth, GA",70866-151464,4/6/2025,Large,FastAPI,70866,151464,111165,2025,4,Medium
879,Bryan Inc,Tech,Data Scientist,"Azure, Flask, Scikit-learn, Keras, NumPy, FastAPI",Entry,Contract,"Nguyenmouth, SK",128320-204308,8/10/2025,Mid,"MLflow, Scikit-learn",128320,204308,166314,2025,8,High
880,Anderson PLC,E-commerce,AI Product Manager,"Flask, LangChain, Power BI, Azure",Mid,Full-time,"Lake Davidfort, BD",58910-129962,6/29/2024,Large,"KDB+, LangChain",58910,129962,94436,2024,6,Low
881,Evans Group,Finance,NLP Engineer,"FastAPI, Hugging Face, Pandas, LangChain",Senior,Internship,"Kylieside, MM",127058-168678,2/19/2024,Startup,Scikit-learn,127058,168678,147868,2024,2,Medium
882,Garcia Inc,E-commerce,Data Scientist,"NumPy, Pandas, CUDA, AWS",Mid,Contract,"West Sonya, GN",49767-101227,3/20/2025,Startup,BigQuery,49767,101227,75497,2025,3,Low
883,Bennett Inc,Finance,Quant Researcher,"Azure, LangChain, GCP, AWS, Flask",Senior,Contract,"Wrightville, IT",146173-230184,5/25/2024,Large,MLflow,146173,230184,188178.5,2024,5,High
884,Brown-Jones,Tech,ML Engineer,"Keras, SQL, Reinforcement Learning, Scikit-learn, GCP",Entry,Remote,"Johnsonside, BG",88607-183164,2/21/2025,Large,LangChain,88607,183164,135885.5,2025,2,Medium
885,"Irwin, Flores and Fowler",Retail,ML Engineer,"MLflow, NumPy, Flask, FastAPI, Hugging Face, PyTorch",Senior,Contract,"North Virginia, UZ",147037-178287,2/14/2025,Startup,"Scikit-learn, LangChain, BigQuery",147037,178287,162662,2025,2,High
886,"Olsen, Turner and Carpenter",Tech,Quant Researcher,"Excel, R, Hugging Face",Senior,Full-time,"East Michael, CH",71180-170074,2/10/2024,Mid,Scikit-learn,71180,170074,120627,2024,2,Medium
887,Gray-Simmons,Automotive,AI Researcher,"NumPy, PyTorch, C++, R, Azure",Entry,Contract,"South Mark, MK",130422-190384,2/2/2024,Large,"BigQuery, PyTorch",130422,190384,160403,2024,2,High
888,Garcia-Obrien,Retail,AI Researcher,"Excel, Keras, GCP, FastAPI, Pandas, NumPy",Mid,Internship,"Kimberlychester, BI",50046-107439,6/8/2025,Startup,"BigQuery, Scikit-learn",50046,107439,78742.5,2025,6,Low
889,Travis-Murphy,Finance,Computer Vision Engineer,"NumPy, Hugging Face, Python",Entry,Full-time,"North Dennisview, CU",77419-146607,6/20/2025,Mid,"MLflow, Scikit-learn",77419,146607,112013,2025,6,Medium
890,Perez Inc,Healthcare,NLP Engineer,"Azure, GCP, Hugging Face",Entry,Full-time,"Nicolastown, SG",111527-151917,10/12/2023,Mid,LangChain,111527,151917,131722,2023,10,Medium
891,Owen-Lopez,Automotive,Data Scientist,"Python, FastAPI, Pandas, LangChain, Hugging Face, Power BI",Mid,Internship,"Walkerton, UG",70421-88423,4/22/2025,Startup,FastAPI,70421,88423,79422,2025,4,Low
892,"Ashley, Owens and Garcia",E-commerce,ML Engineer,"FastAPI, LangChain, Hugging Face, AWS, Keras",Entry,Remote,"Lake Davidport, PG",55816-118975,6/12/2025,Large,BigQuery,55816,118975,87395.5,2025,6,Low
893,Miranda Group,Retail,NLP Engineer,"Excel, R, NumPy, SQL",Entry,Remote,"Lake Sarahmouth, BI",105588-129620,1/5/2025,Startup,Scikit-learn,105588,129620,117604,2025,1,Medium
894,Carter Inc,E-commerce,Quant Researcher,"NumPy, PyTorch, Excel, Python, Scikit-learn",Entry,Internship,"Rosemouth, LU",46417-141320,1/13/2025,Startup,"MLflow, TensorFlow, PyTorch",46417,141320,93868.5,2025,1,Low
895,Norton Ltd,Automotive,Computer Vision Engineer,"SQL, AWS, PyTorch, Scikit-learn",Mid,Remote,"Crystaltown, TL",63705-108066,4/21/2025,Startup,"KDB+, LangChain, BigQuery",63705,108066,85885.5,2025,4,Low
896,Hernandez-Guerrero,Tech,AI Researcher,"AWS, Flask, NumPy",Senior,Contract,"Joshuamouth, GQ",144068-203628,4/8/2025,Mid,Scikit-learn,144068,203628,173848,2025,4,High
897,"Harris, Braun and Patton",Tech,Quant Researcher,"FastAPI, PyTorch, SQL, Reinforcement Learning, Power BI, TensorFlow",Senior,Internship,"Port Stacyberg, MC",112549-169557,3/4/2024,Mid,"BigQuery, KDB+, TensorFlow",112549,169557,141053,2024,3,Medium
898,Tate-Snow,Healthcare,Quant Researcher,"TensorFlow, FastAPI, SQL, Keras",Senior,Internship,"Port Katieborough, TD",129815-228735,4/12/2024,Mid,KDB+,129815,228735,179275,2024,4,High
899,Conner-Jones,Finance,Quant Researcher,"LangChain, Reinforcement Learning, SQL, Flask",Entry,Remote,"Jasonmouth, MX",119581-200017,8/14/2025,Startup,"FastAPI, Scikit-learn",119581,200017,159799,2025,8,High
900,Douglas-Ferguson,Retail,NLP Engineer,"Python, MLflow, CUDA, Excel, C++",Entry,Full-time,"Phillipsville, MN",140552-177621,7/3/2025,Large,"FastAPI, BigQuery",140552,177621,159086.5,2025,7,High
901,"Garcia, Moore and Fox",Automotive,Data Scientist,"Azure, FastAPI, Keras, SQL",Mid,Contract,"Craigmouth, VN",115594-164198,7/28/2024,Startup,"TensorFlow, MLflow",115594,164198,139896,2024,7,Medium
902,Cooper-Bruce,E-commerce,AI Product Manager,"Hugging Face, SQL, MLflow, Scikit-learn, Power BI",Entry,Contract,"Andrewborough, MW",79445-122162,7/24/2024,Startup,BigQuery,79445,122162,100803.5,2024,7,Medium
903,Mcintyre-Wagner,Retail,ML Engineer,"Flask, Power BI, GCP, FastAPI, Hugging Face, AWS",Entry,Contract,"West Karamouth, CY",112049-152307,2/2/2025,Large,"Scikit-learn, FastAPI, LangChain",112049,152307,132178,2025,2,Medium
904,Jones-George,Tech,ML Engineer,"PyTorch, TensorFlow, FastAPI, C++, SQL, GCP",Senior,Remote,"South Kayla, ME",142574-189997,6/14/2024,Mid,Scikit-learn,142574,189997,166285.5,2024,6,High
905,Tapia Group,Retail,Data Analyst,"Flask, R, TensorFlow, Hugging Face, PyTorch",Entry,Remote,"West Stuart, AU",104565-186039,8/8/2025,Large,"LangChain, BigQuery, KDB+",104565,186039,145302,2025,8,Medium
906,Carpenter Group,Healthcare,Quant Researcher,"MLflow, CUDA, GCP",Mid,Internship,"Gonzalezville, HR",90596-113378,12/11/2023,Large,"LangChain, PyTorch, MLflow",90596,113378,101987,2023,12,Medium
907,Deleon-Lyons,E-commerce,NLP Engineer,"LangChain, Power BI, PyTorch, Pandas",Entry,Contract,"Josefurt, TO",84913-135327,10/20/2024,Startup,PyTorch,84913,135327,110120,2024,10,Medium
908,Petersen-Fuentes,Retail,AI Product Manager,"CUDA, LangChain, PyTorch",Senior,Internship,"West Curtiston, AF",99425-166183,11/28/2024,Large,MLflow,99425,166183,132804,2024,11,Medium
909,Bryant PLC,E-commerce,Computer Vision Engineer,"TensorFlow, CUDA, Pandas, Hugging Face, PyTorch, MLflow",Senior,Internship,"Austinville, MR",128680-166841,10/21/2023,Large,KDB+,128680,166841,147760.5,2023,10,Medium
910,"Long, Harrington and Bryant",Finance,NLP Engineer,"GCP, Pandas, R, Excel, Azure, PyTorch",Mid,Internship,"Lake Megan, MN",96520-170352,10/3/2023,Startup,"PyTorch, FastAPI, LangChain",96520,170352,133436,2023,10,Medium
911,Vaughn and Sons,E-commerce,Data Scientist,"GCP, CUDA, NumPy",Senior,Contract,"South Samanthabury, AR",120985-185014,11/10/2023,Startup,"LangChain, Scikit-learn",120985,185014,152999.5,2023,11,High
912,"Johnson, Yates and Lee",Tech,ML Engineer,"LangChain, Excel, Hugging Face",Senior,Internship,"Maryview, MW",46096-121946,8/29/2024,Large,KDB+,46096,121946,84021,2024,8,Low
913,Esparza-Chen,Education,AI Product Manager,"AWS, Excel, Keras, Scikit-learn",Senior,Contract,"Robertsport, SC",49743-85665,9/1/2025,Mid,TensorFlow,49743,85665,67704,2025,9,Low
914,Hall-Lynn,Retail,ML Engineer,"Flask, MLflow, NumPy, Scikit-learn, CUDA",Entry,Remote,"New Kimberlyland, ZA",60561-83066,7/10/2025,Mid,BigQuery,60561,83066,71813.5,2025,7,Low
915,Gutierrez-Flores,Automotive,ML Engineer,"NumPy, Keras, AWS, Python, LangChain, MLflow",Mid,Contract,"Crawfordtown, PY",123480-196377,10/22/2023,Mid,"BigQuery, LangChain, Scikit-learn",123480,196377,159928.5,2023,10,High
916,Stanley-Stone,E-commerce,AI Researcher,"Flask, LangChain, MLflow",Entry,Remote,"Silvafort, MZ",49134-62088,2/27/2024,Large,"LangChain, MLflow",49134,62088,55611,2024,2,Low
917,"Jones, Allen and Horton",Finance,AI Researcher,"TensorFlow, Pandas, Keras, R",Entry,Full-time,"New Stevenfurt, JO",146383-199913,12/10/2023,Startup,PyTorch,146383,199913,173148,2023,12,High
918,White-Everett,Education,Quant Researcher,"LangChain, Keras, SQL, FastAPI, Azure",Entry,Internship,"Tracyborough, EG",44419-65350,12/12/2023,Startup,FastAPI,44419,65350,54884.5,2023,12,Low
919,Mayo-Mullins,Automotive,AI Product Manager,"SQL, Pandas, FastAPI, C++, Keras, Python",Senior,Internship,"Lake Michaelberg, VC",48848-60982,5/5/2024,Startup,"MLflow, Scikit-learn, LangChain",48848,60982,54915,2024,5,Low
920,Wiggins and Sons,Healthcare,Computer Vision Engineer,"LangChain, Power BI, MLflow",Mid,Full-time,"Yvettefort, AT",93385-188098,7/5/2025,Startup,"LangChain, BigQuery",93385,188098,140741.5,2025,7,Medium
921,"Larson, Vasquez and Bishop",Finance,AI Product Manager,"AWS, LangChain, FastAPI, C++, Python, CUDA",Entry,Full-time,"East Lorifort, JO",139966-204232,10/22/2024,Startup,"PyTorch, TensorFlow, LangChain",139966,204232,172099,2024,10,High
922,Carter-Pittman,E-commerce,Data Scientist,"PyTorch, C++, CUDA, MLflow, R, NumPy",Senior,Contract,"Baileyburgh, MG",97543-186865,5/20/2025,Large,"MLflow, FastAPI",97543,186865,142204,2025,5,Medium
923,Holmes-Sloan,Retail,ML Engineer,"Scikit-learn, Keras, Excel, PyTorch",Entry,Full-time,"Port Carmen, SB",74682-90118,4/4/2025,Startup,"KDB+, BigQuery",74682,90118,82400,2025,4,Low
924,"Stevens, Smith and Mendez",Retail,AI Product Manager,"Azure, Power BI, GCP, LangChain",Entry,Internship,"Perkinstown, TN",48904-148883,4/20/2024,Large,"TensorFlow, LangChain, PyTorch",48904,148883,98893.5,2024,4,Low
925,Pope Inc,Education,NLP Engineer,"Reinforcement Learning, TensorFlow, Pandas, FastAPI",Senior,Full-time,"Pattonton, KZ",77036-123121,1/28/2024,Mid,"Scikit-learn, BigQuery, FastAPI",77036,123121,100078.5,2024,1,Medium
926,"Davis, Brown and Burke",E-commerce,Computer Vision Engineer,"Excel, Scikit-learn, GCP",Entry,Contract,"South Nathanielville, PG",99727-180257,12/23/2023,Large,BigQuery,99727,180257,139992,2023,12,Medium
927,Evans-Scott,Retail,Computer Vision Engineer,"MLflow, Pandas, Scikit-learn, AWS, Flask, FastAPI",Senior,Full-time,"Pearsonberg, TN",100434-145432,1/6/2024,Mid,LangChain,100434,145432,122933,2024,1,Medium
928,Owen Ltd,Finance,Data Analyst,"AWS, FastAPI, R, C++, Python, Reinforcement Learning",Senior,Full-time,"Sherriside, SN",113410-124488,6/5/2024,Mid,"LangChain, MLflow",113410,124488,118949,2024,6,Medium
929,"Lynn, Davenport and Gonzales",E-commerce,Data Analyst,"NumPy, Scikit-learn, FastAPI, Power BI, Pandas",Entry,Remote,"South Ryan, IQ",145218-225247,5/8/2024,Mid,PyTorch,145218,225247,185232.5,2024,5,High
930,Colon Ltd,Retail,ML Engineer,"Keras, C++, LangChain, AWS, Python, GCP",Mid,Internship,"Angelamouth, IQ",99985-118835,10/3/2023,Large,KDB+,99985,118835,109410,2023,10,Medium
931,Barnett-Boyer,Finance,Data Scientist,"Hugging Face, Pandas, Reinforcement Learning, C++, FastAPI",Entry,Full-time,"Lake Michelle, MW",56177-123724,6/2/2025,Startup,"LangChain, MLflow, Scikit-learn",56177,123724,89950.5,2025,6,Low
932,Sanchez Inc,Tech,AI Product Manager,"LangChain, AWS, Reinforcement Learning, Hugging Face, FastAPI",Entry,Full-time,"Trevorhaven, BZ",133484-224807,9/26/2024,Large,"PyTorch, Scikit-learn",133484,224807,179145.5,2024,9,High
933,"Anderson, Ortiz and Stanley",E-commerce,Data Analyst,"Azure, AWS, Reinforcement Learning",Senior,Remote,"Lake Andre, EG",144347-187223,9/1/2024,Mid,FastAPI,144347,187223,165785,2024,9,High
934,Parker PLC,Finance,NLP Engineer,"MLflow, Pandas, Keras",Mid,Internship,"North Laurenmouth, MM",83798-121933,7/18/2024,Large,PyTorch,83798,121933,102865.5,2024,7,Medium
935,Hernandez-Taylor,Automotive,Computer Vision Engineer,"PyTorch, CUDA, Azure, Pandas, Flask",Senior,Internship,"Shortburgh, CR",143575-159996,3/14/2025,Large,BigQuery,143575,159996,151785.5,2025,3,High
936,Cantu and Sons,Retail,Quant Researcher,"TensorFlow, FastAPI, Excel, GCP",Senior,Remote,"West Mary, TJ",95811-171383,1/31/2025,Startup,"Scikit-learn, TensorFlow, KDB+",95811,171383,133597,2025,1,Medium
937,"Harrington, Clark and Carter",E-commerce,Computer Vision Engineer,"Azure, R, MLflow, TensorFlow",Entry,Contract,"Warrenbury, WS",103575-118168,1/24/2024,Large,PyTorch,103575,118168,110871.5,2024,1,Medium
938,"Hernandez, Myers and Ward",Finance,NLP Engineer,"NumPy, LangChain, FastAPI, Reinforcement Learning, Flask",Mid,Full-time,"Danielville, NE",40745-127343,6/15/2025,Startup,"BigQuery, KDB+, FastAPI",40745,127343,84044,2025,6,Low
939,Price-Kelley,Healthcare,Quant Researcher,"MLflow, PyTorch, NumPy, TensorFlow",Mid,Remote,"Thomasfort, HN",66473-78077,10/11/2023,Large,"MLflow, TensorFlow",66473,78077,72275,2023,10,Low
940,Lopez Group,Tech,NLP Engineer,"NumPy, TensorFlow, Keras, MLflow, CUDA, C++",Senior,Internship,"West Toddmouth, VA",114324-162850,5/4/2025,Large,"LangChain, BigQuery, KDB+",114324,162850,138587,2025,5,Medium
941,Kidd LLC,Retail,AI Product Manager,"CUDA, PyTorch, Reinforcement Learning, NumPy, AWS",Senior,Contract,"Jillport, US",81604-133314,11/2/2024,Large,"TensorFlow, Scikit-learn",81604,133314,107459,2024,11,Medium
942,"Williams, Poole and Anderson",Healthcare,Quant Researcher,"Power BI, Azure, Reinforcement Learning, R",Senior,Internship,"North Paige, BS",89096-179857,9/9/2024,Mid,"MLflow, KDB+, FastAPI",89096,179857,134476.5,2024,9,Medium
943,Mcdowell-Davis,E-commerce,Computer Vision Engineer,"Python, Reinforcement Learning, PyTorch, TensorFlow, Pandas, Power BI",Mid,Remote,"Lake Aliciaberg, MC",56260-87654,11/6/2023,Large,Scikit-learn,56260,87654,71957,2023,11,Low
944,"Pineda, Williams and George",E-commerce,AI Researcher,"FastAPI, TensorFlow, Reinforcement Learning, Power BI, C++",Entry,Internship,"Port Richard, KE",49558-70064,2/8/2025,Mid,"TensorFlow, FastAPI",49558,70064,59811,2025,2,Low
945,Peck-Olson,Education,AI Product Manager,"C++, Power BI, LangChain, Azure, Pandas, TensorFlow",Mid,Full-time,"Johnsonport, IE",81542-177339,11/3/2024,Large,"MLflow, BigQuery, PyTorch",81542,177339,129440.5,2024,11,Medium
946,"Johnson, Hodge and Shaffer",Tech,AI Product Manager,"CUDA, PyTorch, GCP, C++",Entry,Full-time,"Port Jonathan, GR",102091-163622,7/25/2025,Startup,"FastAPI, TensorFlow",102091,163622,132856.5,2025,7,Medium
947,Carlson Group,E-commerce,NLP Engineer,"R, MLflow, Power BI, SQL, FastAPI",Senior,Remote,"Michaelfort, UA",121879-190776,12/28/2023,Startup,BigQuery,121879,190776,156327.5,2023,12,High
948,"Davis, Bailey and Hebert",E-commerce,Quant Researcher,"PyTorch, Keras, Azure, AWS, R, Reinforcement Learning",Senior,Internship,"Rayport, GM",100499-194235,4/22/2025,Mid,"Scikit-learn, MLflow",100499,194235,147367,2025,4,Medium
949,"Aguirre, Collins and Manning",Automotive,Data Scientist,"R, CUDA, C++, Excel",Mid,Remote,"Lake Ryan, RU",93170-133713,10/3/2023,Startup,"Scikit-learn, BigQuery, LangChain",93170,133713,113441.5,2023,10,Medium
950,"Freeman, Foley and Smith",Education,Quant Researcher,"Azure, Python, Flask, Power BI, NumPy, Excel",Senior,Remote,"Michaelview, VC",93116-182505,8/17/2025,Startup,LangChain,93116,182505,137810.5,2025,8,Medium
951,Acevedo-Frazier,Healthcare,Data Analyst,"Reinforcement Learning, Hugging Face, MLflow, CUDA",Senior,Contract,"Ellisport, CY",134605-155059,1/4/2024,Mid,"MLflow, BigQuery, PyTorch",134605,155059,144832,2024,1,Medium
952,Davis PLC,Finance,Computer Vision Engineer,"Reinforcement Learning, Azure, Hugging Face, LangChain, Pandas",Entry,Contract,"South Katherineton, LY",135040-211350,8/5/2024,Startup,"Scikit-learn, LangChain",135040,211350,173195,2024,8,High
953,Ford-Taylor,Healthcare,Computer Vision Engineer,"Azure, AWS, PyTorch, TensorFlow, GCP",Entry,Internship,"Lake Melissa, MV",70699-105545,3/29/2025,Startup,Scikit-learn,70699,105545,88122,2025,3,Low
954,Sanchez LLC,Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Entry,Internship,"South Jilltown, IQ",49914-109366,6/14/2025,Large,TensorFlow,49914,109366,79640,2025,6,Low
955,Armstrong Inc,Healthcare,AI Researcher,"Reinforcement Learning, Power BI, MLflow, PyTorch, R, Pandas",Mid,Contract,"Davisstad, HN",104664-167187,8/10/2024,Startup,"Scikit-learn, FastAPI, LangChain",104664,167187,135925.5,2024,8,Medium
956,Gilbert Inc,E-commerce,Data Analyst,"Hugging Face, Flask, SQL, Scikit-learn, C++",Mid,Full-time,"New Megantown, BT",82848-132371,12/1/2024,Mid,"BigQuery, TensorFlow",82848,132371,107609.5,2024,12,Medium
957,Miller Ltd,Retail,Data Scientist,"FastAPI, Scikit-learn, SQL",Mid,Internship,"North Dianaton, RU",49582-66937,9/10/2025,Large,"TensorFlow, Scikit-learn, LangChain",49582,66937,58259.5,2025,9,Low
958,Moore-Garner,Automotive,Data Scientist,"Pandas, FastAPI, Hugging Face",Senior,Internship,"Hollyborough, MX",90272-169247,1/2/2024,Startup,"TensorFlow, FastAPI",90272,169247,129759.5,2024,1,Medium
959,Jenkins-Good,Tech,Data Analyst,"AWS, TensorFlow, Excel, SQL, GCP",Entry,Remote,"Contreraston, LC",124573-216693,1/24/2024,Mid,"KDB+, MLflow",124573,216693,170633,2024,1,High
960,Vance Ltd,Finance,Quant Researcher,"Excel, TensorFlow, Flask, Scikit-learn",Entry,Full-time,"Wardbury, RW",121683-156490,12/28/2024,Startup,KDB+,121683,156490,139086.5,2024,12,Medium
961,"Sellers, Williams and Ortiz",Automotive,Computer Vision Engineer,"Flask, Azure, SQL",Entry,Contract,"Matthewshire, SB",140647-193727,11/8/2023,Startup,PyTorch,140647,193727,167187,2023,11,High
962,"Rodgers, Martinez and Zhang",E-commerce,Data Analyst,"Flask, Excel, AWS, PyTorch, LangChain",Mid,Internship,"North Shane, LR",68266-125443,11/25/2023,Startup,"BigQuery, FastAPI",68266,125443,96854.5,2023,11,Low
963,Simon LLC,Retail,Data Scientist,"Flask, Reinforcement Learning, Pandas, Hugging Face, Keras",Senior,Full-time,"West Michaelborough, BE",141644-203839,4/23/2024,Startup,"BigQuery, Scikit-learn, MLflow",141644,203839,172741.5,2024,4,High
964,Flynn-Franco,Tech,AI Product Manager,"NumPy, Pandas, SQL, R, Excel",Senior,Full-time,"North Grant, MR",110260-191166,2/17/2024,Large,KDB+,110260,191166,150713,2024,2,High
965,Floyd-Smith,E-commerce,Computer Vision Engineer,"GCP, Reinforcement Learning, CUDA, NumPy, SQL",Entry,Contract,"East Willie, BO",56178-73901,7/20/2024,Mid,"FastAPI, MLflow",56178,73901,65039.5,2024,7,Low
966,"Bailey, Mccullough and Moon",Tech,Quant Researcher,"TensorFlow, Power BI, Azure, Flask, Reinforcement Learning, R",Senior,Contract,"Davidhaven, CL",148430-222122,1/28/2024,Large,"PyTorch, BigQuery, TensorFlow",148430,222122,185276,2024,1,High
967,"Kerr, Austin and Smith",E-commerce,Quant Researcher,"GCP, Power BI, FastAPI, Reinforcement Learning, TensorFlow, AWS",Senior,Remote,"Port Charles, GM",130221-187925,9/29/2024,Large,"LangChain, MLflow, PyTorch",130221,187925,159073,2024,9,High
968,"Potter, Chapman and Christensen",Retail,Computer Vision Engineer,"R, Python, Hugging Face, Excel, Azure",Entry,Full-time,"Colemanfort, SM",89082-125755,4/21/2024,Large,"Scikit-learn, KDB+, TensorFlow",89082,125755,107418.5,2024,4,Medium
969,Francis-Jones,Retail,NLP Engineer,"LangChain, Python, R, C++, NumPy",Senior,Contract,"North Jacqueline, SV",140456-219981,3/8/2025,Startup,KDB+,140456,219981,180218.5,2025,3,High
970,"Stephens, Garcia and Yoder",Automotive,Computer Vision Engineer,"MLflow, Excel, CUDA, LangChain, AWS, Azure",Entry,Internship,"South Caitlynchester, NL",75664-174496,4/13/2025,Large,Scikit-learn,75664,174496,125080,2025,4,Medium
971,Robbins-Burke,Finance,Computer Vision Engineer,"AWS, Hugging Face, MLflow, Excel, C++",Entry,Internship,"Sherrichester, BN",74698-171496,6/16/2024,Large,"BigQuery, PyTorch, Scikit-learn",74698,171496,123097,2024,6,Medium
972,"Hall, Savage and Walker",Education,Data Scientist,"PyTorch, TensorFlow, AWS, C++, GCP",Entry,Internship,"Bowersberg, SK",135994-178112,9/21/2023,Startup,"KDB+, MLflow, FastAPI",135994,178112,157053,2023,9,High
